URL,Location,Sale_Type,Description,Agents
https://www.barfoot.co.nz/property/commercial/auckland-city/otahuhu/retail/4101223,"14 Avenue Road, Otahuhu","For Sale $1,299,000Plus GST (if any)","695M² FREEHOLD INVESTMENT PROPERTY

SOLE AGENCY

Located in central Otahuhu, 14 Avenue Road offers a 695m² Freehold property for sale. This location provides excellent visibility with a bus stop directly in front of the building, easy access to the SH1 and SH20, and is a few minutes from Sylvia Park Shopping Centre. The property is situated near established neighbours, including McDonald’s, Northmed Dental Otahuhu, BNZ bank, and various professional services.

The long-term Tongan church tenant has been there since 2016 and has outgrown the premises, creating an opportunity for an owner-occupier. The event centre is a well-known and successful hospitality operator. This is also a significant opportunity for investors, neighbouring owners, and developers to acquire a land parcel with substantial upside.

KEY FEATURES:

695m² Freehold investment in central Otahuhu
Current combined net rental of approximately $73,940.82 + GST per annum
Seismic Grade A rating provides ease in getting finance
Business - Town Centre zone suitable for various activities, offering further development potential

Otahuhu is a high-growth suburb, neighbouring suburbs Papatoetoe, Mangere, Mt Wellington, and Penrose. It serves as an important part of Auckland's southern transport network with a major bus interchange, train station, plus access to main arterial routes and the SH1 and SH2 motorway on and off-ramps.

Motivated vendors are ready to meet the market. This is an opportunity not to be missed. Call the sole agent now to register your interest.

Read more",Jane Chen : 0275486 749
https://www.barfoot.co.nz/property/commercial/auckland-city/panmure/retail/83448,"71 Jellicoe Road, Panmure","For Sale $747,655Plus GST (if any)","BE QUICK - PRICES FROM $747,655 + GST

Over 90% sold or under contract, these popular retail units will not last long.

This brand new development is a high exposure location along busy Jellicoe Road in Panmure. 71 Jellicoe is situated on a long site, with all road facing units. The site boasts 89 car parks and has great exposure to the bustling main road.

Various size options available from 92m² to 187m². These units can be brought together to make larger units so whatever requirements you have, we can help make them a reality. Join established businesses already on site including The Beer Spot, financial services, a laundromat facility, a mediterranean restaurant, sushi restaurant, a barber, Cake Town, a pizza store, Charcoal Chicken and a superette.

There is easy access to the motorway on and off ramps and is within walking distance to the Panmure bus and train station. The complex is ideal for retail, restaurants, cafes and personal service businesses.

If you are an astute investor or owner occupier looking for a new business location, look no further than 71 Jellicoe Road. There is also vendor financing available to approved buyers.

With an extremely motivated vendor, these units will not last long and will be sold.

KEY FEATURES:

Vendor finance available
89 car parks
Ready to occupy
High volume traffic exposure
Great signage for maximum exposure
Brand new 24 retail unit
Motivated vendor
Sizes starting from 92m² to 187m²
Can be configured to your requirements
Units starting $747,655.00 plus GST (if any)
Read more",Brian Paulin : 0274481321
https://www.barfoot.co.nz/property/commercial/auckland-city/parnell/4050797,Parnell,"For Sale $900,000Plus GST (if any)","AUCKLAND MOTEL BUSINESS FOR SALE

Presenting this exceptional opportunity to acquire a well-established business situated in the heart of Auckland City. The motel is equipped with 16 guest units plus a separate three-bedroom manager's accommodation and has 29 years long lease until 2054.

The business has been operated by a full time on-site manager and has a sub-tenancy cafe at the road front which supports the rent and adds a convenient on-site opportunity for the guest to enjoy food and drink.

Prospective buyers are required to sign a Confidentiality Agreement form prior to receiving the business and lease details.
Price by negotiation and the vendor would consider the vendor's finance to facilitate the sale.

KEY FEATURES:

Excellent location
 Long lease
 Cheap rent with a sub-tenancy
 Vendor's finance available subject to the offer
 No laundering on-site
 The motivated vendor wants a quick sale
 Double Grammar School Zone for the purchaser's children

For further details or viewings, please contact Chris Park of Barfoot & Thompson North Shore Commercial by email to c.park@barfoot.co.nz or text to 021 273 3400.

Read more",Chris Park : 021273 3400
https://www.barfoot.co.nz/property/commercial/auckland-city/parnell/industrial/4069404,"Unit 1C/38 Cheshire Street, Parnell",For sale by negotiation,"MOVE IN OR ADD VALUE


Freehold 515m² high-stud industrial warehouse/office
On-site parking for six to seven vehicles
Keep as industrial or convert to a funky office
Outstanding opportunity for creative occupiers and industrial users

Ideal for design and creative industries, small importers with goods distribution needs, or office and showroom users seeking an edgy industrial vibe - all just a three-minute walk from nearby coffee and shops.

The 355m² warehouse features a flat layout with a drive-in, container-height roller door and forklift accessibility both inside and outside. The front 160m² office can stay or be altered for additional high-stud warehousing. In addition to the on-site parking for six to seven vehicles, out front is the cul-de-sac end of Cheshire Street that provides time-limited council parking. The Parnell train station is also strategically located, a matter of several minutes’ walk. Our motivated vendor wants the property sold.

Enquire now for more details!

Read more",Murray Tomlinson : 0274937 927 | Reese Barragar : 027555 2122
https://www.barfoot.co.nz/property/commercial/auckland-city/parnell/retail/4100780,"225-229 Parnell Road, Parnell",Deadline sale closes 18th March 2026 at 2:00PM(unless sold prior),"VERSATILE CHARACTER ASSET

Strategically positioned as a premier commercial gateway on Parnell Road, this property occupies a prime spot in Auckland’s most established retail and heritage precinct.

The investment is underpinned by a 496m² Fee Simple land holding featuring a 12-metre road frontage and flexible Business - Town Centre zoning.

The well-appointed improvements consist of two character structures, divided into three self-contained tenancies. The structures are separated by a central courtyard with vehicle access, offering flexible options for luxury retail, boutique offices, hospitality, or creative showrooms.

The property is partially leased with flexible occupancy, providing a purchaser a blank canvas to develop, occupy, or reposition, all in an enviable locality.

Contact the listing agents now for further information.

Read more",Cam Paterson : 021451 666 | Justin Lowe : 027834 3608
https://www.barfoot.co.nz/property/commercial/auckland-city/penrose/industrial/4052259,"Unit 1/16 Bassant Avenue, Penrose","For Sale $650,000Plus GST (if any)","PRICED TO SELL - $650,000

This brand new 91m² commercial premises is ideal for business owners or savvy investors.

The property comprises three exclusive car parks, enabling great access to a high roller door. Nestled conveniently near SH1 and Great South Road, this competitively priced, high-spec unit is a great investment. The complex redefines modern workspaces with slick interiors, premium amenities, and great security. This property has been priced to sell so don’t delay.

KEY FEATURES:

Approx. 91m² of floor area
Clear-span construction for flexible space
High-stud height for versatility
Three exclusive car parks
Light Industry zoning
Potential for live-work
Easy access to SH1
Stylish amenities
Security gate system
Read more",Nick Wilson : 027320 5333 | James Marshall : 021400 339
https://www.barfoot.co.nz/property/commercial/auckland-city/penrose/industrial/4052856,"Unit 4/16 Bassant Avenue, Penrose","For Sale $850,000Plus GST (if any)","PRICED TO SELL - $850,000

This brand new 127m² commercial premises, which is nestled nicely into Auckland’s most central industrial precinct, is ideal for owner -occupiers or investors. The property has exclusive car parks with great access into the warehouse with a high roller door.

Nestled conveniently near SH1 and Great South Road, this competitively priced, high-spec unit is a great investment. The complex redefines modern workspaces with slick interiors, premium amenities, and great security. This property has been priced to sell so don’t delay.

KEY FEATURES:

127m² of floor area (approximately) 
Clear-span construction for flexible space
Calling all occupiers and investors!
High-stud height for versatility
Two exclusive car parks
Light Industry zoning
Easy access to SH1
Stylish amenities
Security gate system
Read more",Nick Wilson : 027320 5333 | James Marshall : 021400 339
https://www.barfoot.co.nz/property/commercial/auckland-city/ponsonby/4083573,Ponsonby,For sale by negotiation,"QUICK SALE - PRICE DROPPED TO $70,000

Rare opportunity in a premium location. Secure your spot in one of Auckland’s most iconic and high-demand suburbs. This tidy and easy-to-run 87m² convenience store sits in the heart of Ponsonby, surrounded by popular eateries, boutique retailers, and a strong residential catchment.

Currently achieving around $9,000 – $10,000 in weekly sales, the business consistently delivers reliable performance. The vendor advises that the store enjoys strong gross margins and robust sales of vape products, contributing to solid profitability.

Positioned in a high-profile location with limited nearby competition, this is a rare opportunity in a blue-chip area where retail spaces seldom become available. The business is competitively priced to move, making it an ideal option for motivated buyers.

KEY FEATURES:

87m² retail premises, well-presented and easy to manage
Increase in customers from New World closure
Excellent display windows and visibility
Strong gross profit margins and high-performing vape sales
Secure lease in place until August 2032
Perfect for owner-operators or first-time business buyers
Motivated vendor ready to ensure a smooth transition

Opportunities like this in Ponsonby are few and far between. Act quickly and secure this proven performer.

For further details or viewings, please contact the listing agent Justin Lowe at j.lowe@barfoot.co.nz, or on 027 834 3608.

Read more",Justin Lowe : 027834 3608
https://www.barfoot.co.nz/property/commercial/auckland-city/ponsonby/development-site/4082255,"45 Brown Street, Ponsonby",For sale by negotiation,"PRIME PONSONBY MIXED USE SITE


Freehold 334m² land parcel
Zoned Business - Mixed Use
Existing three-bedroom dwelling
Opportunity to develop or land bank as the area grows

Prominently positioned on Brown Street and offered to the market for the first time in a century, 45 Brown Street presents a rare chance to secure a significant Freehold site in the heart of Ponsonby. The Business - Mixed Use zoning and tightly held location open up a range of future development possibilities, including boutique hotels, commercial offices, build-to-rent projects, or apartments.

Set within a vibrant creative precinct, the property is close to key amenities such as Ponsonby Central, popular restaurants and cafés, and major transport routes. This is an outstanding opportunity for a forward-thinking developer or land-banker looking to capitalise on the long-term potential of the site.

Contact the listing agents for further information.

Read more",Reese Barragar : 027555 2122
https://www.barfoot.co.nz/property/commercial/auckland-city/ponsonby/office/4089188,"47C Brown Street, Ponsonby",For sale by negotiation,"VERSATILE PONSONBY FREEHOLD


159m² Freehold unit
Three on-site car parks
Mixed Use zone
Vacant possession

Positioned on the first floor of a four-level, mixed-use building on the northern side of Brown Street, this elevated Freehold office offers a rare opportunity.

The open-plan front office features a striking 5.5-metre double-height ceiling, filling the space with natural light. To the western side, the layout includes multiple meeting rooms, a kitchen, and access to a 6m² west-facing deck. The property comes with three dedicated on-site car parks and holds strong potential, whether retained as a commercial office or converted into residential use.

With vacant possession, the property is perfectly suited to an owner-occupier or a value-add investor seeking a boutique office in Ponsonby’s thriving precinct.

Read more",Reese Barragar : 027555 2122
https://www.barfoot.co.nz/property/commercial/auckland-city/ponsonby/office/4100495,"34 Douglas Street, Ponsonby",Deadline sale closes 31st March 2026 at 12:00PM(unless sold prior),"SUPERB COSMOPOLITAN WORK AND LIVE

Levels 2 and 3, 34 Douglas Street, Ponsonby.

When the multi-award-winning architect, Ross Brown, designed and commissioned the 34 Douglas Street project in 2009, he was at the forefront of the evolving population demographic. Two to four nights in the city, in the office with the team by day, and at home in the apartment for the evenings. Then come whichever day of the week as appropriate, lock up the apartment and leave for the out-of-town base.

Over time, as the owners' needs changed, the two commercial floors became quality, income-producing investments. This underwrites the beauty of these low-maintenance unit title floors - either of them may be used going forward as commercial office floors, residential apartments, or one of each.

Excellent light from the northern and western perimeters, which in turn provide views across a residential neighbourhood that is zoned to limit future development height. Balconies with access via full glass sliders complement the design-led steel and concrete structure.

Level 2 could provide a turnkey apartment option, already being fitted out, fully consented, and code-compliant. Alternatively, the present office is an ideal use. Level 3 has an existing residential building consent to convert from its current commercial use.

Each floor has two car parks, which are covered and very secure. A fifth car park has consent for a change of use, as an owner may require. This could become a small office, store, or workshop, or just stay as a car park.

A 300 metre stroll along Douglas Street places you right in the middle of arguably the best part of Ponsonby Road. And contrary to that proximity, 34 Douglas is a microcosm of a wonderfully quiet suburban community.

Call or email the sole agents for all details and viewing times. GST will need to be discussed depending on your proposed use, and we can assist with the basic principles on this.

Read more",Murray Tomlinson : 0274937 927 | Reese Barragar : 027555 2122
https://www.barfoot.co.nz/property/commercial/auckland-city/ponsonby/retail/4087693,"22-24 Jervois Road, Ponsonby",For sale by negotiation,"PONSONBY MIXED-USE INVESTMENT

Character, cashflow and potential combine in this exceptional 306m² Freehold property, offering a rare opportunity in a highly sought-after location. The property delivers three distinct income streams, including a tenanted retail shop fronting Jervois Road that provides a secure and consistent income. Above the shop sits a spacious four-bedroom, two-bathroom apartment with generous open-plan living, a sun-soaked sea-view deck, and plenty of room to add value. Completing the package is a fully self-contained vacant office space, ideal for an owner-occupier, business, or further lease income.

Positioned on a high-profile site with two valuable off-street car parks, the property enjoys unbeatable access to Ponsonby, Jervois Road amenities, and the CBD, which is just minutes away. The mix of tenanted and vacant spaces makes this property uniquely versatile, appealing to those seeking a combination of secure returns and upside potential. Whether you wish to occupy part of the property yourself or lease it all out, the flexibility ensures long-term demand and excellent growth prospects.

This is an ideal opportunity for out-of-town business owners, residential occupiers, or strategic investors looking to secure a prime position in one of Auckland’s most coveted and fast-growing locations. With its combination of character, strong cashflow, and multiple value-add options, this property is a standout choice for those seeking both lifestyle and investment benefits.

Read more",Cam Paterson : 021451 666
https://www.barfoot.co.nz/property/commercial/auckland-city/pt-chevalier/retail/4100502,"1186 Great North Road, Pt Chevalier",Deadline sale closes 11th March 2026 at 2:00PM(unless sold prior),"PRIME POINT CHEVALIER OPPORTUNITY


High-profile character building in the heart of Point Chevalier village
Ready to occupy with vacant possession
Strategic location with easy access to motorways and public transport
Affordable standalone opportunity with future upside

Seize this exceptional opportunity to acquire a prime landholding within the highly coveted Point Chevalier village precinct. Located at 1186 Great North Road, this property features a versatile single-level commercial and retail building, complemented by the significant advantage of four off-street car parks at the rear, with the potential for more via stacked parking.

Previously home to the well-established Barfoot & Thompson, who have since consolidated into a nearby branch, the building occupies a commanding position. It is surrounded by a vibrant mix of successful retail, service, and hospitality businesses, ensuring constant visibility and foot traffic.

The location is second to none, offering seamless access to local amenities, public transport networks, and major motorway on-ramps. Furthermore, the property is just a short drive from the affluent neighbouring suburbs of Grey Lynn, Ponsonby, and Herne Bay.

Forward-thinking investors and owner-occupiers will recognise the immense value in this underdeveloped site. Spanning approximately 277m² of Fee Simple land and benefiting from intensive Business - Town Centre zoning, the potential for future growth is substantial.

Affordable, standalone opportunities in this tightly held area are a rarity. Act now to secure your footprint in Point Chevalier - call now for more details!

Read more",Reese Barragar : 027555 2122
https://www.barfoot.co.nz/property/commercial/auckland-city/remuera/4091687,"610 Remuera Road, Remuera",For sale by negotiation,"RESTAURANT FOR SALE ON PRIME REMUERA CORNER

Location, location, location!

An exceptional opportunity to acquire a well-established, modern restaurant situated on one of Remuera’s busiest and most prominent corners. This highly visible site enjoys constant foot and vehicle traffic, offering outstanding exposure in one of Auckland’s most sought-after dining precincts.

The premises have operated successfully as a restaurant for approximately 20 years, demonstrating proven performance and stability. The current fitout is modern, functional, and designed for operational efficiency, helping to keep staffing costs low and profitability high.

This is a turnkey opportunity suitable for a wide range of cuisines, including but not limited to Italian, Indian, Chinese, and other international concepts.

KEY FEATURES:

Prime corner site with excellent exposure in central Remuera
Modern interior and kitchen fitout with quality stainless-steel equipment
Licensed for both dine-in (20 seats) and takeaway service
Liquor license and Food Grade certification in place
Easy to operate and manage, ideal for owner-operators or investors
Proven trading history and strong local customer base

This is an outstanding opportunity to secure a restaurant in a premium location with a strong reputation and flexible setup. Bring your concept and make your mark in one of Auckland’s most desirable suburbs.

Read more",Rohit Khanna : 021734 514
https://www.barfoot.co.nz/property/commercial/auckland-city/remuera/office/4089807,"Unit GD/93-95 Ascot Avenue, Remuera",For sale by negotiation,"ASCOT MEDICAL FREEHOLD


601m² Freehold medical unit
18 on-site car parks
A Grade seismic rating
Prime location for medical professionals

Positioned within the established medical hub of 95 Ascot Avenue, this property enjoys proximity to Ascot Hospital, Fertility Associates, and Novotel accommodation, creating a thriving precinct of complementary healthcare and support services.

This impressive ground floor unit offers 601m² of versatile space, fully equipped with consultation and surgical suites. Currently configured for two separate medical practices, it offers the flexibility to be reconfigured into a single tenancy or repurposed as office space. A rare feature in this central location, the property also benefits from 18 dedicated on-site car parks.

Accessibility is exceptional, just moments from Greenlane train station and only five minutes to key arterial routes, ensuring seamless connections for staff and clients alike. Surrounding amenities further enhance the convenience and appeal of this unique offering. An ideal opportunity for medical professionals or related industries to secure a premium property in a sought-after location.

Contact the listing agents today for more information.

Read more",Reese Barragar : 027555 2122 | David Campbell : 021642 188
https://www.barfoot.co.nz/property/commercial/auckland-city/remuera/office/4098544,"Unit 1A/93-95 Ascot Avenue, Remuera",Deadline sale closes 11th March 2026 at 2:00PM(unless sold prior),"ESTABLISHED INVESTMENT

Occupied by internationally recognised tenant USANA Health Sciences, the property provides long-term income security for investors seeking a low-maintenance, high-performing portfolio addition.

Strategically located beside the Greenlane roundabout, the asset serves as a critical bridge between the CBD and the Southern Corridor. The location offers exceptional accessibility via the Southern Motorway, Ellerslie train station, and affluent surroundings. Characterised by a high growth profile and easy access, the area remains a top choice for major corporations and medical professionals.

The modern, well-maintained office strata unit is in very tidy condition with a 100% NBS rating and a high car parking ratio of 1:25m². The investment includes valuable signage rights, and the Unit Title tenure ensures easy management via the well-run Body Corporate structure.

Underpinned by USANA Health Sciences NZ Corporation, a wholly owned subsidiary of the NYSE-listed parent company, the lease provides a recently undertaken 6 + 6 year term with a bank guarantee. The total net rental is $381,159 per annum + GST and features built-in growth through three-yearly rental increases.

This is a simple, safe, tidy investment for a passive investor. Contact the listing agents now for further details.

Read more",Cam Paterson : 021451 666 | Reese Barragar : 027555 2122
https://www.barfoot.co.nz/property/commercial/auckland-city/royal-oak/retail/88546,"Unit 32/691 Manukau Road, Royal Oak",For sale by negotiation,"AFFORDABLE INVESTMENT OPPORTUNITY - ROYAL OAK MALL

The affordable 226m² retail space is located in one of the most highly sought-after positions, close to the mall's main entrance, and is currently tenanted with a well-known furniture retailer. This Stratum in Freehold property is suitable for both passive investors or owner-occupiers.

Royal Oak Mall is located in a well-established and strategic position. It benefits from ample parking, strong foot traffic, vibrant surrounding residential communities, and is in close proximity to other anchor tenants such as McDonald's, Whitcoulls, PAK'n SAVE, and more. This is an opportunity not to be missed.

KEY FEATURES:

Retail space 226m²
Great position
Ample parking
Investment or owner-occupier options

Call the sole agents for more information or viewing requirements.

Read more",Daryl Dumbong : 021023 56857 | Gary Ng : 021964 180
https://www.barfoot.co.nz/property/commercial/auckland-city/st-johns/industrial/4096590,"30 Elizabeth Knox Place, St Johns",For sale by negotiation,"SAINT JOHN'S VACANT POSSESSION - 310M²

Ready to purchase in the highly sought-after Saint John's precinct is this 310m² clear span refurbished warehouse.

KEY FEATURES:

220m² warehouse
46m² mezzanine
44m² office
Six car parks
Immaculate industrial
Refurbished bathroom, lunchroom, and offices
LED lighting throughout
New roof
Epoxy floors
Three-phase power
New large motorised roller door
To be sold with vacant possession
Light Industry zoning

The property is positioned in the highly accessible location of Saint Johns within a tidy and well-maintained complex. Excellent property fundamentals, an immaculate warehouse, tidy office area, roller door, and six allocated car parks make this purchase opportunity attractive to all.

One of Auckland’s most tightly contested commercial property zones is Saint John's, which is arguably one of the quickest-growing central city areas in the city.

Read more",Jack Finnigan : 021239 5022 | Wilmon Fernandes : 021023 77384
https://www.barfoot.co.nz/property/commercial/auckland-city/three-kings/retail/88467,"985 Mount Eden Road, Three Kings",For sale by negotiation,"CAFE GOLDMINE IN THREE KINGS

Barfoot & Thompson has been exclusively appointed to market 985 Mt Eden Rd (also known as 1 Kimiora Street) in Three Kings, Auckland.

Centrally located and situated in the heart of Three Kings, this tenanted café benefits from easy access to nearby amenities - Three Kings School, local shops, supermarkets, and public transport are among the many nearby.

It is only 13.5km to the airport and 7km to the CBD, and close to Mt Eden Village. Fletcher Living is building more than 1,000 residential properties in the neighbouring site over the coming five to ten years.

The Just Like Martha café has signed a brand new six year lease with built-in rent growth on an annual basis. The experienced café operator has six successful cafes/restaurants in town and appreciates the central location and strong population growth over time.

KEY FEATURES:

Returning net $91,730 p.a. + GST
Brand new six year lease with RORs in place
Experienced and successful tenant
Total area 271.6m² (includes exclusive outdoor area)
Two allocated car parks
Modern fitout
Fantastic road frontage
High growth location
Read more",Bruce Jiao : 021818 077 | Cathy Li : 021779 783
https://www.barfoot.co.nz/property/commercial/far-north-district/haruru/industrial/4040245,"13 Hawke Drive, Haruru","For Sale $625,000Plus GST (if any)","NEW PRICE: Buy Leased OR Vacant

Discover the opportunity to own this 959m² Freehold property at 13 Hawke Drive, Haruru. The property currently has two tenants, each occupying half of the building. However, both tenant's can be terminated with a 3-month notice period should you require the property to be vacant for your own business.

13 Hawke Drive offers a generous secure yard area spanning approximately 743m², perfect for outdoor storage, parking, or manoeuvring large vehicles effortlessly. There is even room to construct a second building. The property also features a 216m² high-stud shed that is split into two equal-sized spaces that can be opened into one - Ideal for machinery, equipment, or inventory storage, each unit boasts two, 4.5 metre tall, motorised roller door and ceiling heights ranging from 5.2m to 6.8m at the apex. Added conveniences include two restrooms and dedicated water connections on-site. The site has a complete underground drainage system and could be concreted. 

Strategically located in Haruru's prime industrial zone, this property ensures easy access to major transportation routes, facilitating seamless connections to suppliers, customers, and distribution networks. Join a thriving business community in this well-established industrial estate while enjoying tranquillity and operational efficiency.

For more information or to arrange a viewing, contact the listing agent. 

Read more",Regan Polglaze : 021293 2411
https://www.barfoot.co.nz/property/commercial/far-north-district/haruru/industrial/4052930,"17 Hawke Drive, Haruru","For Sale $670,000Plus GST (if any)","HOLDING INCOME + SUBDIVISION POTENTIAL

Unlock the potential of this 2,020m² Freehold industrial property, located in Haruru’s thriving Industrial Hub!  This property offers outstanding flexibility to enjoy the holding income of approx. $30,000 + GST for the top terrace and build on the bottom terrace. Combined with the potential to be subdivided with access to town services.

Strategically positioned close to State Highway 11, providing seamless connectivity between Kerikeri, Paihia and beyond, this property provides an excellent location for logistics, distribution and supplier networks. This property has subdivision potential and is connected to town services.

This property includes a 168m² (approx.) high stud shed with roller and sliding access doors. There is also a secondary 81m² (approx.) shed equipped with a roller door for additional workshop or storage space. Both sheds are complemented by adjoining lean-to structures, providing extra covered areas to enhance the property’s functionality. With it’s ample storage, workspace and expansion potential, this property is suitable for a variety of industrial applications, including workshops, manufacturing, boat building and storage operations. 

KEY FEATURES:


        Freehold land area: 2,020m²
        Total floor area: 365m² (approx.)
        Two sheds with adjoining lean-to structures
        Large, underutilised land area
        Close proximity to State Highway 11
        Zoned Industrial

For Sale
$670,000 + GST (if any)
For more information or to view, contact us now!

Read more",Regan Polglaze : 021293 2411
https://www.barfoot.co.nz/property/commercial/far-north-district/kaikohe/industrial/4096058,"44 Rankin Street, Kaikohe","For Sale $135,000Plus GST (if any)","ESTATE SALE - PRICED TO SELL

Presenting two entry-level, industrial/commercial property opportunities in Kaikohe located at 44 and 46 Rankin Street, these two titles boast a total Freehold land area of 910m², or 455m² on each title. The titles can be acquired together or separately with both titles having town services availability. 

These properties, being located on Rankin Street, are within close proximity to the Kaikohe CBD and boasts the potential for a valuable investment as an Owner Occupier opportunity OR investors have the option to relet.

44 Rankin Street is a vacant lot on a Freehold title priced to sell at $135,000 + GST (if any). 
46 Rankin Street is priced at $199,000 + GST (if any) and features a 140m² (approx.) barn shaped building with a truck height roller door at the end. This building includes a storage room and amenities.

KEY FEATURES

    Two titles with a combined Freehold land area of 910m²
    Development potential on both Lots
    Priced to sell

For Sale:  
44 Rankin Street Kaikohe: $135,000 + GST (if any)
46 Rankin Street Kaikohe: $199,000 + GST (if any)
Total for both: $334,000 + GST (if any)

Enquire for more information or to view, contact us now!

Read more",Regan Polglaze : 021293 2411
https://www.barfoot.co.nz/property/commercial/far-north-district/kaikohe/industrial/4096171,"116 Broadway, Kaikohe","For Sale $520,000Plus GST (if any)","ESTATE SALE - LARGE FREEHOLD

This property is conveniently located within the Kaikohe CBD on the main retail strip Broadway, with a rear access off Routley Avenue. The property is currently configured as three tenancy areas. The majority of the property is currently vacant, except for the small rear portion which is leased to One NZ for a telecommunications tower. This would be a great opportunity for an Owner Occupier to operate their business from the property, whilst earning an income from the telecommunication tower lease. 

The rear portion of the property would be perfectly suited for industrial uses as it includes a workshop, large canopy area and a generous amount of yard area. The front of the property enjoys excellent road frontage on Broadway, which would suit a variety of uses including retail, warehousing or workshop uses. 

KEY FEATURES:

    Freehold land area: 2,827m²
    Floor area: 990m² (approx.) (third party info)
    High visibility property on Kaikohe’s main retail strip
    Owner occupier opportunity 
    Rear access off Routley Avenue

For Sale:  $520,000 + GST (if any)

Read more",Regan Polglaze : 021293 2411
https://www.barfoot.co.nz/property/commercial/far-north-district/kaikohe/industrial/89621,"55 Station Road, Kaikohe","For Sale $539,000Plus GST (if any)","VACANT POSSESSION

Don't miss out on a chance to purchase this industrial property, situated on Station Road. Prime businesses on Station Road include Farm Source, The Warehouse, Real Deal Tyres and Countdown Supermarket. Station Road is located just off Kaikohe's main retail strip, Broadway. The L-shaped building on the 889m² freehold consists of offices and workshop areas. The property also has a generous 429m² (approx.) yard area in front of the building. The previous tenant is in the process of vacating the property, so this will be a great opportunity for Owner Occupiers.


Freehold land area: 889m²
Floor area: 350m² (approx.) (third party info)
Yard area: 429m² (approx.)
High visibility property surrounded by prominent businesses

For Sale: $539,000 + GST (if any)

For everything commercial and further details, contact us now.

Read more",Regan Polglaze : 021293 2411
https://www.barfoot.co.nz/property/commercial/far-north-district/kaikohe/office/4095978,"2 Clifford Street, Kaikohe","For Sale $399,000Plus GST (if any)","PRICED TO SELL - 10.5% RETURN

This property is an exceptional two-storey investment being located off the main retail strip in Kaikohe on Clifford Street. 

The first floor is currently leased to Tautoko Tane Te Tai Tokerau (counselling services), providing reliable holding income. The ground floor has recently been leased to PKF Mid North Limited, a reputable accounting firm. The ground-floor space has been recently refurbished and features modern joinery and carpet. 

Upstairs, the tenanted first floor includes five offices, a bathroom, kitchenette and breakroom, all accessed via a wide stairwell from the street. 

KEY FEATURES

    Freehold land area of 202m²
    Total net rent: $41,500 + Outgoings + GST per annum
    Ample off-street parking
    Recently refurbished ground floor offices with modern joinery and carpet
    Both floors feature a bathroom and well-equipped kitchenette/breakout area

For Sale:  $399,000 + GST (if any)

Enquire for more information or to view, contact us now!

Read more",Regan Polglaze : 021293 2411
https://www.barfoot.co.nz/property/commercial/far-north-district/kaikohe/retail/4037313,"128 Broadway, Kaikohe",For sale by negotiation,"VACANT MODERN BUILD

A rare opportunity to acquire a vacant, high-quality, strategically located commercial property in Kaikohe. Built in 2015 by BNZ Bank, the property boasts solid construction in a high-traffic zone, ensuring visibility and accessibility for potential customers or clients.

Sitting on 670m² of Freehold land is 192m² of versatile Retail/Office space, thoughtfully designed to accommodate various business needs. The building consists of a large open-plan frontage with two offices and a large rear space featuring a kitchenette offering flexibility as a breakroom or an additional workspace. The building also features a dedicated server area, accessible restroom, cleaners’ storage, and off-street parking at the rear. 

128 Broadway also profits from an ATM Leaseback agreement with BNZ, starting with a 5-year term and negotiable rights of renewal. The Lease is set at $10,000 + Outgoings + GST per annum, providing a stable income stream from day one.

Whether you are looking to expand your business footprint, invest in a reliable income-generating property, or secure a strategic commercial location, 128 Broadway offers an exceptional opportunity.

Key Features:

Large Open-Plan Front: Ideal for retail displays or a spacious office layout.
Two Offices: Perfect for managerial use or private consultations.
Dedicated Server Area, Accessible Restroom and Cleaners Storage
Rear Open-Plan Area with Kitchenette: Offers flexibility for a breakroom or additional workspace.
Off-street Staff Parking at the rear of the building    

For Sale: By Negotiation + GST (if any).

For more information or to arrange a viewing, contact the listing agent. 

Read more",Regan Polglaze : 021293 2411
https://www.barfoot.co.nz/property/commercial/far-north-district/kaikohe/retail/4096048,"97A-E Broadway, Kaikohe","For Sale $560,000Plus GST (if any)","ESTATE SALE - MULTI-TENANTED FREEHOLD OPPORTUNITY

This property offers an exceptional investment opportunity, with four tenancy areas. Boasting a Freehold land area of 1,047m² and approximately 760m² of floor space, this property presents versatility and potential for various business endeavours. The premises features two retail units at the front, currently tenanted by Bouquets on Broadway and MayPark Print, complemented by a spacious rear tenancy, currently leased by Triple I Mpact Limited. 

The upstairs space offers a bright and airy layout, ideal for a large, open-plan office space. This upstairs area was heavily renovated via insurance and reflects a modern new office. This upstairs 160m² space is currently leased by Ngapuhi Iwi Social Services. The property also benefits from ample on and off-street parking, ensuring convenience for both tenants and customers.

KEY FEATURES

    Total rent income $54,000 + Outgoings + GST pa
    Two retail tenancies at the front with a large tenancy and carpark at the rear
    Multi-tenanted investment
    Ample on and off-street parking available
    Priced to sell

For Sale:  $560,000 + GST (if any)

Enquire for more information or to view, contact us now!

Read more",Regan Polglaze : 021293 2411
